ID, RELATIVE_PATH, FILENAME
5248672, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/logistics/sat/, logistics-rotate-11t6.shuffled-as.sat05-1135.cnf
5248749, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/fphp/sat/, fphp-070-070.shuffled-as.sat05-1212.cnf
5248671, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/logistics/sat/, logistics-rotate-10t6.shuffled-as.sat05-1134.cnf
5248707, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/php/sat/, php-070-070.shuffled-as.sat05-1170.cnf
5248637, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/lynce05/social-golfer-problem/, sgp_6-6-10.shuffled-as.sat05-2670.cnf
5248670, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/logistics/sat/, logistics-rotate-09t6.shuffled-as.sat05-1133.cnf
5248785, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/clqcolor/sat/, clqcolor-30-20-20.shuffled-as.sat05-1248.cnf
5248706, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/php/sat/, php-060-060.shuffled-as.sat05-1169.cnf
5248809, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/fclqcolor/sat/, fclqcolor-30-20-20.shuffled-as.sat05-1272.cnf
5248748, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/fphp/sat/, fphp-060-060.shuffled-as.sat05-1211.cnf
5248685, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/gripper/sat/, strips-gripper-20t39.shuffled-as.sat05-1148.cnf
5250469, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.60.1800.shuffled-as.sat03-1660.cnf
5248669, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/logistics/sat/, logistics-rotate-08t6.shuffled-as.sat05-1132.cnf
5248859, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/pebbling/random-pebbling/sat/, pbl-00400.shuffled-as.sat05-1322.shuffled-as.sat05-1322.cnf
5248684, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/gripper/sat/, strips-gripper-18t35.shuffled-as.sat05-1147.cnf
5250468, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.60.1728.shuffled-as.sat03-1659.cnf
5250467, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.60.1692.shuffled-as.sat03-1658.cnf
5250472, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/lardeux/chesscolor/, color-15-4.shuffled-as.sat03-1485.cnf
5248784, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/clqcolor/sat/, clqcolor-25-18-18.shuffled-as.sat05-1247.cnf
5250466, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.60.1620.shuffled-as.sat03-1657.cnf
5248683, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/gripper/sat/, strips-gripper-16t31.shuffled-as.sat05-1146.cnf
5248705, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/php/sat/, php-050-050.shuffled-as.sat05-1168.cnf
5250464, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.50.1250.shuffled-as.sat03-1655.cnf
5248682, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/gripper/sat/, strips-gripper-14t27.shuffled-as.sat05-1145.cnf
5250465, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/gomes/qwh/, qwh.60.1440.shuffled-as.sat03-1656.cnf
5248704, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/php/sat/, php-045-045.shuffled-as.sat05-1167.cnf
5248643, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/lynce05/social-golfer-problem/, sgp_5-5-6.shuffled-as.sat05-2675.cnf
5253099, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2004/handmade/anton03/SAT/, SGI_30_70_26_60_3-dir.shuffled-as.sat03-3.used-as.sat04-765.cnf
5250275, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/anton/SAT/, SGI_30_70_26_60_3-dir.shuffled-as.sat03-3.cnf
5248899, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sat04/anton03/, SGI_30_60_28_30_1-dir.shuffled-as.sat05-438.cnf
5248858, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/pebbling/random-pebbling/sat/, pbl-00300.shuffled-as.sat05-1321.shuffled-as.sat05-1321.cnf
5248681, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/gripper/sat/, strips-gripper-12t23.shuffled-as.sat05-1144.cnf
5253102, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2004/handmade/anton03/SAT/, SGI_30_60_28_30_1-dir.shuffled-as.sat03-1.used-as.sat04-768.cnf
5249125, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sorge05/QG8/, gensys-brn007.shuffled-as.sat05-3426.cnf
5250278, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2003/handmade/anton/SAT/, SGI_30_60_28_30_1-dir.shuffled-as.sat03-1.cnf
5249122, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sorge05/QG8/, gensys-brn004.shuffled-as.sat05-3423.cnf
5249127, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sorge05/QG8/, gensys-brn009.shuffled-as.sat05-3428.cnf
5248703, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/php/sat/, php-040-040.shuffled-as.sat05-1166.cnf
5253220, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2004/handmade/kexu/frb-0.8/, frb50-23-2.used-as.sat04-886.cnf
5253219, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2004/handmade/kexu/frb-0.8/, frb50-23-1.used-as.sat04-885.cnf
5248668, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/planning/logistics/sat/, logistics-rotate-07t6.shuffled-as.sat05-1131.cnf
5248808, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/counting/fclqcolor/sat/, fclqcolor-25-18-18.shuffled-as.sat05-1271.cnf
5248856, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/pebbling/random-pebbling/sat/, pbl-00200.shuffled-as.sat05-1319.shuffled-as.sat05-1319.cnf
5248855, /ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2005/crafted/sabharwal05/pebbling/random-pebbling/sat/, pbl-00150.shuffled-as.sat05-1318.shuffled-as.sat05-1318.cnf
