ID, RELATIVE_PATH, FILENAME
5321371, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf
5321372, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf
5321373, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf
5321374, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf
5321375, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf
5321376, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf
5321377, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf
5321378, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf
5321379, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf
5321380, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/QG/, QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf
5321381, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf
5321382, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, gt-ordering-unsat-gt-045.sat05-1310.reshuffled-07.cnf
5321383, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf
5321384, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf
5321385, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf
5321386, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf
5321387, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/sabharwal/, counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf
5321388, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/others/, pmg-14-UNSAT.sat05-3942.reshuffled-07.cnf
5321389, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/others/, linvrinv5.sat05-564.reshuffled-07.cnf
5321390, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/others/, pmg-13-UNSAT.sat05-3941.reshuffled-07.cnf
5321393, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/others/, pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf
5321396, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/, mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf
5321397, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/, mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf
5321398, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/, mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf
5321400, /ubc/cs/project/arrow/projects/Sat_Data/bench/./SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/, mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf
